sent1,sent2,is_duplicate
Hamma. Im Wohnzimmer Tischtennis spielen. Echt hammer Kann ich jedem empfehlen. Die Verarbeitung ist auch wirklich Klasse,Ok. Das Teil war schön billig. Die Qualität bedient allerdings jedes Klischee über chinesische Produkte. Für einmalige Nutzung bei einem Kindergeburtstag tauglich. Vielleicht auch bis drei mal nutzbar. Danach konnten wir es nur noch wegschmeißen.,0
"Top Angebot sieht gut aus , leider hält es nicht. Daher zurück. Ohne Bohren geht das nicht.",Sehr gut wie erwartet,0
"Sieht gut aus, funktioniert aber nicht lange - unsere Uhr ist bereits nach 6 Monaten nicht mehr ordnungsgemäß gelaufen. Auch ein Batteriewechsel hat das Problem nicht behoben - Versuch den Verkäufer zu kontaktieren schlug auch fehl - selbst 23 Euro sind dafür zu teuer.",endlich eine stabile brotdose ohne Schadstoffe.,0
"Der Luftbefeuchter ist sehr leise. Man hört ihn kaum. Somit kann man ihn auch im Schlafzimmer nachts anhaben. Dieses ist gut bei Erkältung, verstopfte Nase, Allergien, Asthma usw. Diese Lampe macht eine sehr schöne Harmonie. Ich bin echt begeistert.","Ware wie beschrieben, alles bestens, gerne wieder",1
Hat leider nicht funktioniert,Man kann sich den Film durchaus anschauen. :),0
Ich bin vollends Zufrieden.,"Ansich schönes Geschenk für kleine Mädchen. Der Nagellack ist nur nicht zu gebrauchen, nach dem trocknen löst er sich gleich von den Nägeln ab und gerade für Kinder is das ziemlich blöd, die wollen ja was davon haben. Sonst ist Tasche gut verarbeitet und der Preis ist auch noch ok.",1
"Leider habe ich die Maus weniger als einen Monat benutzt bis sie dann kaputt ging. Zuerst empfand ich die Maus als sehr angenehm in der Hand, zudem klein und praktisch für unterwegs. Lediglich der USB-Stecker wackelte ein wenig. In der Benutzung funktionierte die Maus auch absolut einwandfrei und tadellos, ich war in der Überzeugung ein wahres Schnäppchen gemacht zu haben. Wenn die Maus nicht aus unbekannten Gründen plötzlich kein Signal mehr an den Laptop weitergegeben hätte wären es 5 Sterne durch den schnellen und enttäuschenden Defekt demnach nur 2. Wenn das Produkt länger funktioniert ist es mit Sicherheit eine gute Wahl, ich werde mir jetzt allerdings ein haltbareres Modell anschaffen.",An sich tolles Bett doch nach wenigen Tagen fallen die leisten an den Seiten ab sie sind ein wenig ran geklebt das wars aber auch ist der 1 Punkt das mich stört an sich ist das Bett wirklich schön der Versand war auch toll,0
"Ein ganz tolles Halsband! Das Leder ist butterweich und die Verarbeitung super. Der Preis ist absolut fair, würde es jederzeit wieder kaufen.",Es ist draufgestanden 925 Silber aber es ist ein billiges modeschmuck.Hätte ich das gewusst würde ich das nicht bestellt.Es ist nicht schlecht aber ich war an der suche nach einem silbernen armband,0
"Das Geschirr passt einwandfrei - ich habe einen großen, aber viel zu dünnen Straßenhund adoptiert, bei dem viele Geschirre direkt auf die Wirbelsäule drücken. Dieses Geschirr ist an den wichtigen Stellen gut gepolstert, es sitzt sehr gut, rutscht nicht, lässt sich individuell einstellen. Darüber hinaus ist es auch noch hochwertig verarbeitet und sehr schön. Ich habe es gleich in 2 Größen gekauft, weil er aus diesem mit etwas Gewichtszunahme herauswachsen wird.",Die Tasche kam sehr schnell an. Die Qualität ist sehr gut. Kann man aufjedenfall weiterempfehlen.,1
Nicht wirklich wasserdicht und ziemlich instabil aber für den Preis okay.,"Sehr fixe Lieferung, echt Top. Die Verpackung könnte besser ausgepolstert sein, trotz Kantenschutz der sehr gut war, hatte das Tor zwei Dellen an den Rahmen. Sonst prima Tor für das Geld. Musste dennach reklamieren, aber der Verkäufer wird das schon richten.",0
"Diese Relais sind nicht von besserer Qualität als die, die es in China für wenige Cent zu bestellen gibt. Nachdem mir einige dieser Chinateile kaputtgegangen sind, habe ich gehofft, dass ich hier eine bessere Qualität bekomme - Fehlanzeige! Der einzige Unterschied zu China: Die Lieferzeit. Wer es also nicht eilig hat, der ist günstiger in Fernost bedient ;-)",Der Stuhl wirkt sehr edel und ist auch leicht aufzubauen. Man sitzt auch nach laengerer Zeit noch bequem. Einen Punkt Abzug weil der Stuhl einen Tag nach Lieferung direkt 15 Euro weniger kostete als zum Zeitpunkt meiner Bestellung.,0
Der Artikel ist absolute Mangelware. Der Kundenservice ist überhaupt nicht kompetent und die Versandkosten der Rücksendung muss man selber zahlen. Absolute Abzocke!!! BITTE NICHT KAUFEN!!!,"Bereits seit Jahren, kaufen wir fast ausschließlich Kaffeebohnen von Lavazza. Oft gibt es das KG im Angebot für um die 10 Euro und dafür ist der Kaffee unserer Meinung nach recht gut. Natürlich kann man auch noch qualitativ hochwertigeren und geschmacklich noch differenzierte Bohnen erwerben, das steht außer Frage, aber wir trinken ihn gern und im Zusammenspiel mit unserem DeLonghi Vollautomaten ist der Kaffee ein Genuss.",0
"Vom Geschmack her ist es nicht gut und kein Eis Ersatz. Schmeckt fade und hat überhaupt keinen Erfrischung Effekt/kick. Ich habe es probiert, würde es aber nicht mehr kaufen","Wackelig und wenn man es nicht absolut akkurat aufrollt, verkanntet es und lässt sich nicht mehr ordenlich ab- und aufrollen!",1
Hallo ich habe bis jetzt meine Bestellung nicht erhalten. Bei Amazon steht dass letzten Mittwoch zugestellt ist. Kann mir jemand sagen bei wenn das packet übergeben hat?,Leider keine gute Qualität des Gerätes nach dem dritten Mal Auffüllen leider defekt.,1
Achtung die Beiden sind winzig. Höhe passt so einigermaßen. Schubladen dementsprechend klein. Aus Mangel an Ersatz haben wir Sie behalten.,Der Touchscreen ist sehr schwer. Hatte mir mehr davon versprochen.,1
Sehr toll :) Alles auf Deutsch besser gehts nicht :),Der Akku hat leider keine ausreichende Kapazität. Mein vorheriger hatte viel länger gehalten bis er defekt geworden ist.Müsste eigentlich viel länger halten. Schade ......,0
Die Regale haben alle Macken im Furnier. Natürlich haben wir das erst nach dem Aufbau gesehen. Auch sind sie viel teurer als bei Ikea.,"Leider lässt das Liquid Schleier zurück trotz sofortiger Reinigung, dank des Kundenservice die mir Polierpads geschickt hat konnte ich die etwa wieder entfernen. Es sieht jetzt nicht mehr so dramatisch aus wie vorher aber ich werde es nicht wieder machen damit meine teure Apple Watch zu versauen. Ich nutze das Liquid schon für die zweite Apple Watch, bei der ersten war ich voll zufrieden damit und nun haben das verbessert was mein Augen ne Verschlechterung ist. Ich habe alles genau nach Anleitung gemacht!!! Beim den Fotos sieht man das an den Rändern, das geht nicht mehr weg trotz intensiver Behandlung",1
"Ich kenne das Spiel noch von früher. Die Spielidee ist super. Aber die aktuelle Umsetzung ist doch sehr frustrierend. Der Aufbau dauert ewig und ist für kleine Kinder unmöglich alleine durchzuführen. Die Rampe für die Kugel ist eine tolle Idee, leider haken aber in annähernd jeder Runde die Kugeln fest, wodurch der weitere Verlauf gestört wird. Schlechte Umsetzung derzeit.","Die Folie ist leider bereits nach einer Woche gebrochen, nach einer weiteren Woche an einer anderen stelle dann noch mal. Lieferung war super schnell!",1
Für meine Eltern zu Weihnachten,"Ich habe die Spiegel-Fliesen fürs Bad auf dem Boot gekauft und bisher zwei verklebt. SIcherheitshalber kaufte ich starkes Montage-Klebeband für Feuchträume dazu, weil sich ein Boot im Gegensatz zu einer Wohnung bewegt und auch extremeren Temperaturen ausgesetzt ist. Die Spiegel sind sehr ebenmäßig und an den Kanten gut gearbeitet. Fairer Preis für gute Ware!",1
Eigentlich sind sie sehr schön. Aber: beim laden in Sonnenlicht müssen die Kontakte nicht verbunden sein und man hat mich die Frage wie lange muss/darf/soll man die laden per USB. Ich hoffe sie haben ein Überhitzungsschutz. Deswegen nur zwei Sterne,Top ! Die Blätter sind wirklich groß Werde in Zukunft nur noch hier bestellen Preis - Leistung stimmt hier definitiv !,0
"Es hat mir nicht geschadet, genutzt hat es auch nicht","Leider sind sie nichtb gut genäht. drei von vier Kissen waren schief Schon entsorgt leider,aber Rückversand usw. würde nicht lohnen glaub",1
Richtiger Fake! Hoffentlich funktioniert alles mit der Rückerstattung... Aufkeinenfall zu Empfehlen!!!,"das Gerät zieht zu viel Strom mit 0,42 W und die Batterie ist nach 1 Woche so weit entladen, dass im Armaturenbrett eine Warnmeldung erscheint, nach 2 Wochen ist die Batterie leer. NICHT ZU EMPFEHLEN ! Ich habe es wieder ausgebaut und das Gardigo Marder-Frei Auto OHNE Hochspannung, Marderschreck für 16,90 EUR gekauft mit 0,1 W Stromverbrauch.",1
"Soll für das Samsung Galaxy S10+ passen, leider sehr ungenau wodurch einige mm des Displays verdeckt werrde werden. Keine Kaufempfehlung!","Nach 2 Tagen kaputt,Naht aufgegangen.",1
"Die Kopfhörer sind nach 2 Wochen in Benutzung kaputt gegangen. Ansonsten waren sie sehr fein zu benutzen und es gab nur kleine Unterschiede zum Original, aber dass sie nach 2 Wochen auseinanderfallen ist sehr schwach!","+ Macht für die Größe wirklich gut Wind + Zwei Stufen + USB - also kein unnötiges Netzteil + Für die Größe und Leistung ist er leise. Also durchaus hörbar. - Der Standfuß ist sehr wackelig, und wenn er nicht exakt rechtwinklig zur Tischoberfläche aufliegt, wackelt der Ventilator, und dreht sich sonstwohin. Daher kann man also über den Standfuß leider nicht den Winkel verstellen! - Zu leicht! Die kleinste Unebenheit im Untergrund, oder eine leichte Berührung lassen den Ventilator sich selbstständig auf Reisen pusten",0
"Weder historisch noch sonstwie interessant, habe nach der Hälfte des Buches aufgegeben.","Als ich gehört habe, dass es intelligente Steckdosen gibt, wollte ich das unbedingt einmal ausprobieren. Meine Wahl fiel auf diese, da sie noch einen angenehmen Preis hat. Sie hat einige tolle Features. Interessant finde ich die Steuerung per App. Da kann man sowohl die Steckdose per Handy schalten als auch den Stromverbrauch messen. Es dauert zwar etwas, bis man sich da reingefuchst hat aber dann geht das gut. Sowohl die Timerfunktion als auch die Sprachsteuerung funktionieren gut. Ich werde vermutlich noch einige davon bestellen, dass ich von unterwegs kontrollieren kann, welche Ströme daheim fließen.",0
der Schaft ist viel zu eng. Durch die Überlappung des Gummis schneidet der Gummi ins Fleisch. Folge: Schnittverletzung am Fuß. Überhaupt nicht zu empfehlen -obwohl sie nett aussehen.,"Ich habe diesen Artikel mit dem anderen BH in weiß in einem Paket zurückgeschickt, da die Passform nicht optimal war. Der Hermes Paketdienst versicherte mir, dass das funktioniert. Leider habe ich hierzu noch keine Gutschrift erhalten und als Status kommt nicht bearbeitet...",1
"Die Qualität ist nicht top, das Preis-Leistungs-Verhältnis jedoch passt. Die einzelnen Elemente sind nicht einheitlich lackiert, auf den ersten Blick und im gesamten Ergebnis jedoch nicht sichtbar. Ansonsten ist der Kleiderständer wirklich schön und stabil","Festplatte ist zwar sehr groß und benötigt eine Stromversorgung, daher für den portablen Gebrauch weniger geeignet. Habe sie an meiner Playstation 4 angeschlossen und sie funktioniert einwandfrei, sehr schnelle Prozesse, leichte Handhabung. Super Gerät für wenig Geld!",1
"Habe das Produkt als Geschenk bestellt,daher konnte ich ihn auch nicht zurücksenden obwohl der Chip nicht dabei war... Nach einigen Wochen blätterte die Farbe ab.","Der frontrahmen bei einem handydoktor so viel wie dieses vollständige display kosten. Konnte ohne probleme montiert werden, war alles dabei und das handy funktioniert ohne fehler. Das Ersatzdisplay wirkt funktionsfähig und funktioniert mein Smartphone nach der Reparatur jetzt einwandfrei.",0
Die Lichter an sich sind gut und hell lassen sich aber auch mit den Klett bändern nicht gut befestigen. Verdrehen und lösen sich immer wieder.,Nach noch nicht mal ein Jahr kaputt. Sonst Bedienung über Alexa problemlos.,1
"Von dieser Firma bin ich noch nie enttäusch gewesen. Schöne Bilder, gute Klebefläche und super Steine. Es ist immer wieder beeindrucken wenn so ein Bild fertig ist.",taugt leider nicht viel bei Stoff,0
"Beim Öffnen des Beutels, kam mir direkt ein unangenehmer Geruch von Trauben entgegen, was mich im ersten Moment wirklich abschreckte. Kurz überlegte ich, ob das so richtig sei und ob ich es überhaupt ausprobieren sollte. Geschmacklich war ich aber sehr überrascht von ""Moringa Smoothie Pulver"". Es schmeckt sehr süß und hat einen wirklich angenehmen Vanille-Geschmack. Es löst sich nicht vollständig in kalter Milch auf, aber durch längeres Mixen im Mixer, war auch das kein Problem mehr. Es verklumpt nicht wieder und hält einen deutlich länger satt. Ich werde es auf jeden Fall weiter verwenden und vielleicht auch mal in anderen Formen, als nur in kalter Milch gelöst, versuchen.",Gute Material gute Qualität und hält länger als ich dachte und für diese Preis ist ok,1
"Also der so angepriesen Bass ist nicht vorhanden, nagut was will man bei der Größe erwarten. Was mich aber eher gestört hat. 1. Kein Radiosender ist ohne immenses Rauschen zu bekommen. Oder er findet gar keinen. Speichert den gefunden Radiosender auch nicht ab. Jedes Mal darf neu gesucht werden. 2. Wenn man die Modi wechselt brüllt einen eine Frauenstimme in einer Lautstärke an, bei der die Nachbar definitiv auch was von haben. Ging sofort Retour","Leider viel zu klein. Die Verarbeitung war auch nicht optimal. Wer es kaufen möchte sollte vielleicht eine Nummer größer kaufen, wenn nicht gleich zwei.",1
"Dieses Produkt ist super zum Basteln, wenn es nur leider nicht nach 2 Klebestäbe defekt gegangen wäre. Nach Kontakt mit dem Verkäufer wurde man nur damit abgespeist man solle sich an den Hersteller wenden.... Wieso verkauft ihr es dann überhaupt wenn ihr selbst nichtmal euren Artikel abwickeln könnt. Falls doch mal vom Verkäufer reagiert wird bin ich auch bereit diese Rezesion anzupassen.",Mir gefällt das Hörbuch überhaupt nicht. Es wird langweilig und ohne Witz vorgelesen und auch die Story ist eher ..... flach. Den Kauf hätte ich mir sparen können.,1
"iPhone ist sehr gut in dieser Hülle geschützt, so das wars aber auch. LEIDER sieht die Rückseite nur schön aus, wenn sie nicht angefasst wird! Leider recht schwierig, wenn man das Handy in der Hand hält. Man sieht jeden Fingerabdruck auf diesem Case! Bereits nach kurzer Zeit sieht es richtig eklig und sieht speckig aus! wirklich sehr schade !!!!","sehr lang gezogene Dialoge, mäßige Action und sehr wenig davon, man hätte den Film auf 40min kürzen können und das Erlebnis wäre gleich geblieben",1
"Die App meldet sich mit einem permanenten ""Beim Laden der Daten ist ein Fehler aufgetreten . Bitte versuchen sie es erneut""",Wir haben die Schuhe zum zweiten mal gekauft.,0
Immer wieder Probleme SCHALTET SICH NUR HIN UND WIEDER EIN wenn man es braucht funktioniert es oft nicht er sucht dann immer die Sensoren obwohl Bluetooth eingeschaltet ist Würde es nicht nochmals kaufen leider das rücksende Datum verpasst weil ich dachte ich vieleicht ein update kommt und löst das problem,"schnelle Lieferung, top Verkäufer - habe die Sache bestellt, um Mitesser aus dem Ohr meiner Tochter zu entfernen. Leider hat dies nicht wirklich funktioniert wie gedacht, daher einen Punkt Abzug. Liegt aber wahrscheinlich auch daran, dass sie die Schmerzen dabei nicht so lange ausgehalten hat, da ich wirklich sehr drücken musste, um die Mitesser entfernt zu bekommen. An und um die Nase funktionieren die Sachen einwandfrei. Verstopfte Poren lassen sich effektiv säubern. Also alles in allem ein tolles Produkt und die Pinzetten sind sehr präzise gearbeitet.",0
Macht so ein schönes blaues Nachtlicht. Ansonsten wenig hilfreich. die Mäuse lachen sich kaputt. Habe das Mäuseproblem klassisch mit einer 2€ Falls bereinigt.,Sieht gut aus leichte Verarbeitung schnelle Lieferung gerne Wieder,0
Hält leider überhaupt nicht und drückt sich hoch. Daher für mich nicht wirklich empfehlenswert. Hat keinen Tag gehalten. Bin wieder auf folie umgestiegen,,1
Tolles Produkt zum fairen Preis und ein super Hingucker. Dabei überzeugt wirklich alles.,Einfache Anbringung. Gerne wieder.,1
"Ich hätte wirklich und ernsthaft nicht erwartet, dass heutzutage so ein Schrott verkauft wird. Das Laufwerk wird betrieben an einem High End Asus ROG Strix Scar II Gaming Laptop. Es ist davon auszugehen dass die USB-Anschlüsse ausreichend Strom liefern. Trotzdem ist ein störungsfreier Betrieb dieses Laufwerks nicht möglich. DVD geht normalerweise, Blu-rays werden maximal unzuverlässig erkannt. Die Discs müssen mehrfach eingelegt werden, danach macht es Rödel Geräusche wie man sie seit den 90er Jahren von alten PCs und den allerersten CD-ROM Laufwerke nicht mehr gehört hat. Nach Minuten kann man dann entweder den Rechner neu starten weil es nichts mehr wird oder die Disc wird endlich mal erkannt. Dann darf man aber auf keinen Fall auf Pause drücken oder zu einem Kapitel springen oder während des Films die Sprache ändern oder auch nur irgendetwas. Das führt sofort zu einem nicht behebbaren freeze. Hinzu kommt, dass natürlich keine Blu-ray Software enthalten ist. Wenn man PowerDVD oder ähnliches kostenpflichtig zusätzlich kauft, verdoppelt sich der Preis dieses Laufwerks.","Zwar habe ich um den Preis nicht allzu viel erwartet, aber es ist trotzdem ärgerlich, wenn Schrauben fehlen oder schlicht und ergreifend nicht passen. So sind z.B. die Schrauben zur Befestigung der Lade an den Schienen sowohl zu kurz als auch zu dünn. Das Geld gebe ich nächstes Mal lieber bei IKEA aus. Würde ich definitiv nicht mehr kaufen.",1
Die Einzelteile rutschen immer wieder raus. Ausserdem war ein entscheidendes Teil krumm. Nicht empfehlenswert,"Material ist gut. Könnten etwas größer sein. Habe Schuhgröße 43-44, also Socken in 43-46 genommen, sind leider sehr knapp.",0
"Preis ist okay, nur leider kein verlass ob Handy, Tablet ect. aufgeladen wird. Mal waren unsere Geräte aufgeladen mal aber auch nicht. Haben Station zurückgesendet. Vielleicht hat unsere aber auch nur eine Wackelkontakt gehabt. Habe keine neue geordert!","Das Spiel geht immer aus sobald ich eine Welt betreten will. Habe es schon mit Neuinstallation versucht, leider vergeblich. Hat noch jemand Tipps?",1
Produkt gekauft. Abwicklung mit Amazon wie immer super. Leider funktioniert der Download der Software nicht!! Somit ist das Gerät unbrauchbar!,"Sehr detailierte Figur von Game of Thrones. Ich habe die Figur gekauft, da ich ein großer Fan der Serie bin und diese Figuren sammle.",0
"Das Buch ist inhaltlich - meines Erachtens nach - genau das was man erwartet. Es ist so geschrieben, dass es sich auch bei Leuten mit geringer Aufmerksamkeitsspanne angenehm durchlesen lässt. 4 Sterne da es meine Erwartung voll erfüllt. Für fünf hätte es Sie für mich noch übertreffen müssen. Freundliche Grüße",Viel zu lange ketten,0
"Gut verarbeitet, viele Taschen",.... wie alle Übungen erklärt und vorgemacht werden. Macht echt Spaß.,1
Misst nicht korrekt den Puls beim Sport. Für mich nicht zu gebrauchen. Hätte mehr Geld in die Hand nehmen sollen für was anständiges,"Das ist ein soldies Produkt, was mir sehr gefällt. Ich trage es gerne und habe es meiner Partnerin auch gekauft.",0
ich bin nicht zufrieden leider funktioniert das Gerät nicht mehr wie sieht es aus kann das reklamieren,Anfangs etwas übertrieben aber im großen und ganzen ein echt lustiger Film. Ich würde mir den Film zwar nicht nochmal anschauen aber ein malig sehr Unterhaltsam.,0
"Schlechte Ware, falsch geliefert und Kundenservice antwortet nicht","also ich hab mir diese Kamera ausgesucht, weil ich wie man laut Bilder erkennen kann, nutze ich Sie beruflich... hab bis jetzt immer Kamera für ka. rund 100€ gekauft, meist gehen die durch Sturz oder Staub kaput. Hab mich jetzt für ne günstige entscheiden, also wie man sieht macht die Kamera gute Bilder für das geld und für den zweck reicht das vollkommen aus.. ich schick diese Bilder per Pdf auch weiter, auch da gabs noch keine negative Rückmeldung. bin zufrieden preis Leistung 5 Sterne PS. für Hochzeitsbilder were eher weniger geeignet:)",0
Zweimalige Rücksendung und immer noch keine Erstattung des Kaufbetrages. Es reicht.,Das Produkt ist meines Erachtens nach aus billigen Plastik und Aluminiumblech hergestellt. Die Papierstreifen werden sehr schlecht transportiert und geschnitten. Ich würde dieses Produkt nicht weiter empfehlen!,1
Die Brillen sind in Ordnung werden aber erst zum Geburtstag geschenkt und hoffe das diese gut ankommen. Die Lieferung erfolgte pünktlich und zur vollen Zufriedenheit.,"Hallo, Das Thermometer bietet zahlreiche Einstellungsmöglichkeiten mit Temperaturwerten, welche realistisch sind. Jedoch muss man sagen, dass das Thermometer etwas genauer und sensibler sein könnte. Gerade kleine Temperaturunterschiede werden nur sehr langsam angezeigt. Konkurrenzprodukte hingegen sind etwas schneller. Alles in allem für den Hobbybereich und mit etwas Erfahrung in der Küche eine gute Alternative.",1
Wenn mit mit der Brille in den Schatten fahre sehe ich oft schon die Piste nicht mehr so gut. Lieber 20€ drauf legen und ne reduzierte Giro oder so holen.,Schwaches Gerät mit schwankender Motorleistung. Akku mangelhaft - verliert schnell Leistung.,1
"Die Ware kam sehr schnell. Leider ist der Feststeller sofort abgebrochen. Für die 3 Messer gibt es nur eine Einstellung - da funktioniert aber nur 1 Messer richtig. Vielleicht ein Montagsgerät ?? Die Anfrage an die Firma läuft..... Falls es gut ausgeht und alles ersetzt wird, dann schreibe ich es noch hier hinzu.",Controller ist gut aber extrem rutschig beim zocken,1
"Sehr schöner Rahmen, kann man jederzeit weiter empfehlen","Ich habe mir dem Mop vor gut anderthalb Jahren schicken lassen.Bereits nach wenigen Wochen ließ sich der Stiel nur noch sporadisch arretieren. Inzwischen geht gar nichts mehr und die Garantie ist abgelaufen. Schade, denn im Prinzip ist dieser Mop gut. Vllt. habe ich auch nur Pech gehabt und ein Montagsmodell erwischt ...",0
"Ich habe mir dem Mop vor gut anderthalb Jahren schicken lassen.Bereits nach wenigen Wochen ließ sich der Stiel nur noch sporadisch arretieren. Inzwischen geht gar nichts mehr und die Garantie ist abgelaufen. Schade, denn im Prinzip ist dieser Mop gut. Vllt. habe ich auch nur Pech gehabt und ein Montagsmodell erwischt ...","erfüllt seinen Zweck, gut um platzsparend CDs und DVDs unterzubringen.",0
"Sehr schnelles und leichtes Tablet. Gute Akkulaufzeit. Es ist nicht unbedingt für Fotos zu benutzen, da manchmal doch ein Aufhellblitz fehlt. Ansonsten ein schönes scharfes Display .",Mein Enkel benutzt es seit mehr als einem Jahr. Einziger Nachteil - der fehlende Tellerrand.,1
"Totaler Müll. Einzug hakt oft. Nach nicht mal einem Jahr brechen Teile raus, die dann zum Sicherheitsrisiko werden können. Ein Kunststoffteil im Inneren ist gebrochen. Wenn so ein kleines Teil durch den Föhn ins Auge kommt, kann das meiner Meinung nach sehr große Verletzungen verursachen. So viel zum Thema deutsche Qualität...","Der Stoff ist wunderbar glatt und formstabil. Ich wusste jedoch nicht, dass der Reißverschluss an der kurzen Seite des Kissens angebracht ist. Als ich mein Kissen nach dem Waschen zum ersten Mal in den Bezug steckte, krachte die Naht am Reissverschluss gewaltig. Es ist aber noch nichts eingerissen und somit werde ich die Stabilität des Verschlusses weiter testen.",0
Ich bin begeistert von vrs design. Tolles Design und überzeugende Qualität. Ich werde mir diese Hülle noch einmal in einer anderen Farbe bestellen. Absolute Kaufempfehlung !!!!,Lieferung war leider etwas langsam,1
wer einfach ablachen möchte - hier ist MANN richtig,Leider stimmen die angegebenen Produktabmessungen überhaupt nicht. Waren viel zu klein.,0
"Kam unbeschädigt an, schöne Farben, glitzert wunderbar. Aber was nützt das, wenn trotz Primer der Lidschatten nicht hält. Nach einiger Zeit sind viele Partikel im Gesicht verteilt.","Den 2. Stern gibt es nur für die Kulanz des Händlers. Ersatzlieferung und Rückerstattung liefen reibungslos und schnell! Zum Produkt: Der Adapter funktioniert einfach nicht. Oft hat der Laptop die Platte nicht erkannt, und wenn sie erkannt wurde, brach die USB-Verbindung sehr schnell komplett ab (das Öffnen von Ordnern hat schon gereicht). Dieses Problem hatte auch ein anderer Kunde, siehe weitere Rezensionen. Nach dem Inateck zügig eine Ersatzlieferung in die Wege geleitet hat, gab es beim dem Ersatzgerät genau das gleiche Problem. Verbaut hatte ich eine ältere SSD von Crucial, die über Jahre problemlos in meinem alten Laptop (nativ als mSATA) verbaut war.",1
Zweimalige Rücksendung und immer noch keine Erstattung des Kaufbetrages. Es reicht.,Top Gerät. Läuft seit Monaten ohne Probleme. Ist nicht gerade leicht oder leise aber bringt ordentlich Leistung. Ich finde die Mittelstellung der Temperatur (Tp setting) eher etwas zu kühl und bin daher immer auf Stufe 2 unterwegs. Ist auch schon mehrfach auf den Fliesenboden gefallen und hat es gut überlebt. Und das schlichte Design gefällt mir auch. Konkurrenzprodukte sehen ja gerne mal aus wie Raumschiffe.,0
"Die Folie geht nicht bis zum Rand, was die Funktionalität des Handys, z.B. beim verschieben von Apps, einschränkt. Außerdem spricht der Touchscreen schwerer an. Habe es leider zu spät bemerkt und kann sie nicht mehr zurück geben.","Bereits seit Jahren, kaufen wir fast ausschließlich Kaffeebohnen von Lavazza. Oft gibt es das KG im Angebot für um die 10 Euro und dafür ist der Kaffee unserer Meinung nach recht gut. Natürlich kann man auch noch qualitativ hochwertigeren und geschmacklich noch differenzierte Bohnen erwerben, das steht außer Frage, aber wir trinken ihn gern und im Zusammenspiel mit unserem DeLonghi Vollautomaten ist der Kaffee ein Genuss.",0
Ist ein bisschen zu langsam. Zu wenig Ram-Speicher.,"bereits beim Auspacken war zu sehen, eines der Röhrchen mit den Skalen hat einen Riss, System ist dadurch undicht. Bezüglich der Qualität des Materials erspare ich mir weitere Statements. Das einzig Positive: für den Preis erhält man im BM keine 15 m Schlauch. Werde das Teil umtauschen.",0
Leider fallen sie sehr klein aus. Dafür das es cap F sein soll quillt leider alles oben und unten raus.,"Die leuchtende Farbe vom Kabel mag ich ganz gerne. Gut ist auch die Kabellänge. Problemlos für das Büro (PC USB Anschluss und Länge, um das Handy auf dem Schreibtisch liegen zu haben).",0
"Habe diese heilige Maria erworben, um sie zu verschenken. Die Figur ist in weiß gehalten und sehr detailreich sowie gut verarbeitet. Das Material mach einen hochwertigen Eindruck. Sieht wirklich hübsch aus. Die Lieferung erfolgte 1 Tag nach Bestellung und gut verpackt, weshalb die Maria unbeschadet ankam. Die Beschenkte hat sich sehr gefreut. Kaufempfehlung.","Leider bekommt der Kalender von mir nur zwei Sterne. :( 1. Für den schnellen Versand. 2. Für die Idee des Spielzeuges. Leider ist der Kalender durch die läppische Verarbeitung direkt an Tag 1 über mehrere Türchen aufgerissen. Am 21. Türchen waren garkeine Türchen mehr dran und ich musste mehr oder weniger meinem Sohn erlauben dass er dementsprechend auch die restlichen Teile rausnehmen darf da sie ihm quasi schon entgegen gefallen kamen. Die Teile kommen öfters durcheinander raus was oft heißt, dass man das Auto wieder auseinander bauen muss um die Teile an zu bringen. Nachdem das Auto komplett zusammen gebaut ist fallen beim Spielen Teile ab. (Am meisten die Frontscheibe. Diese lässt sich auch sehr schlecht wieder anbringen.) An sich würde ich diesen Kalender nicht mehr kaufen und auch keinem weiter empfehlen. Eventuell überdenken die Hersteller die Art wie sie den Kalender gestaltet haben für die nächste Ausgabe und machen es besser. :\",0
Ich kann leider das Produkt noch nicht bewerten. Das Geld wurde mir schon abgebucht aber der Hammer bis heute noch nicht geliefert!,"Vorteile: - Gut verarbeitet - Sehr guter Touchscreen mit geringer Reaktionszeit - Kabelmanagement - Software welche unter anderem offene Tabs in Windows besser anordnet Nachteile: - Ca 0,5 cm großes verfärbtes Viereck in der oberen rechten ecke des Monitors welches sich durch ""LCD Conditioning"" Option des Internen menüs beheben lies - Verdeckung des Kabelmanagement auf der Rückseite des Bildschirms fällt andauernd von alleine ab, auch wenn keine kabel verbunden sind - Ein Toter Pixel - Kein Offiziell unterstützter Stylus Pen",0
Leider kann ich keine Fotos machen wenn das Handy in der Hülle ist. Die Aussparung verdeckt die Kamera zur Hälfte,Super schöne warme Jacke toll verarbeitet mit vielen kleinen Details Lieferung hat alles super geklappt und sehr schnell sehr zufrieden,0
"Die CR123 Akkus halten durchschnittlich lang (daher einen Stern Abzug). Das beigefügte Ladegerät finde ich aber genial, weil es nicht nur schön aussieht, sondern auch am normalen Micro-USB-Anschluss betrieben werden kann.",Leider lässt sich auch diese Folie nicht absolut blasenfrei anbringen und hat negativen Einfluss auf die Farbwiedergabe. Also bleibt es ohne Folie.,0
