sent1,sent2,is_duplicate
en cette periode de milliers de colis l emballage est bien trop faible fragile aux choc juste pour que ca ne se reproduise pas,je n'ai pas été livré,1
il est plus grand que ce que je penser,Article conforme à la description. Avec ce genre de produits peu de surprise. Impeccable.,1
"Agrandi bien les objets à détailler, loupe qui fonctionne comme son nom l'indique ! Je recommande ce produit. Livré bien protégé","rien a signaler, le produit est conforme a la description, je le recommande.",1
"Étonnant, à ce prix là je m'attendais à du solaire en demi teinte, un capteur de lumière pareil et une lumière faible ... C'est tout l'inverse!! Un rapport qualité prix terrible . Seul petit bémol le design peut-être mais bon ...","Le premier jour l effet est super jolie sur mes boucles, mais le deuxième jour il assèche énormément mes cheveux. Ce qui est caractéristique des produits remplis de silicone. Je ne rachèterait pas. Déçu",0
"Four, barbecue tout fonctionne",Très jolie Tout à fait ce que j’attendais,1
on me dit que le produit a eté livré alors que je n ai rien recu ni meme receptionné ...,Conforme à la description. Les pieds adhésifs tiennent mal dans le temps. Modèle adapté à mon ordinateur.,0
Tres confortable ...jen racheterai une paire,"Je ne trouve que 9 couleurs, parmis les 16 proposées, si je prends la colonne Red, je commence en bas à gauche par le jaune, puis orange clair, orange foncée ne fonctionne pas, puis viens le rouge. C'est pareil sur la colonne Green, et Bleu .... Les couleurs présentes sont belles La télecommande du 30w fonctionne de la même manière que la 10w Amazon peut-il m'expliquer s'il y a panne SVP ????",0
"Acheté au mois de mars et nous sommes en avril, ces culottes que j'achète depuis plus de 10 ans ne sont plus de la même qualité, un mois que je les utilise et la dentelle se déchire déjà... J'en ai acheté sur un autre site et c'est pareil, le coton est aussi très fin.... Je ne recommande pas et pourtant elles sont si confortables... Tant pis.... Je vais chercher une autre marque...","Commande reçu rapidement, et en bon état. Par encore testé car le jeux est pour mes neveux à Noël donc d'ici 1semaine. Après c'est un classique donc je pense que ça plaira 😊. Quand mon fils aura l'âge je lui en prendrai un aussi!",0
L'horloge est très belle. par contre le mécanisme est très bas de gamme. L'horloge est faite en plastique premier prix. je trouve que cette horloge ne vaut vraiment pas son prix,les chiffres s affichent a moitier -pas clair les chiffres -les chiffres sont embrouilles -je ne donc pas lire distinctement .,1
Malchance ? J'ai effectué un 1er achat de cette pièce pour une 207 qui au finale ne fonctionnais que pour le rétroviseur extérieur droit. HS pour les commande de vitre et du retro conducteur. J'ai donc demander le remboursement (renvois gratuit & remboursement rapide) J'ai donc effectué 2sd achat de cette même pièce qui malheureusement ne fonctionnais toujours pas. Cette fois encore les commandes des 4 vitres ne fonctionnais toujours pas mais cette fois c'était le rétroviseur conducteur qui fonctionnais. J'ai donc redemander le remboursement (renvois gratuit) Je m'en arrête donc la et vais aller jeter un œil dans les casses du coin. 2 étoiles car renvois des pièces gratuitement et remboursement rapide.,Ce petit sac thermos est sympa mais la couleur fait un peu passé et surtout la couleur des anses (jaune très clair) est vraiment très moche et ne termine pas l'ensemble. Dommage,1
a duré quelques mois et n'est plus reconnu sur aucun ordi...,"Acheté avec des ampoules florales, le produit est conforme à la description",0
"La taille est parfaite (j'ai un berceau parapluie de taille non standard). En revanche, je suis dubitative sur la qualité : le drap est très très fin...",cet article à fonctionné mais n'était pas neuf et non précisé a la vante,1
"La pince d’excellence SUISSE Sa forme biseauté permet l'élimination complète et sans cassure du poil et de sa racine Fabriqués avec le meilleur acier chirurgical, inoxydable et résistant aux acides. Le savoir-faire de l'artisan : chaque pincette Rubis est terminée à la main et à la loupe",article par livrer a temps pour noel malgres les different coup de fil passer et ont me préviens que la veille de noel et en plus pas du tout au courant de l'evolution de livraison je pense que je ne recommanderais pas ses livreurs mais par contre amazon a tres bien repondu a mes attentes quand j'ai rencontrer ce probléme donc chapeau mais si j'ai un conseil a donner arreter ce transporteur,0
produit représentant bien la description; bonne marque et pas trop onéreuse je n'ai plus rien à ajouter bien à vous,Album sympa à lire. Il est composé de plusieurs histoires courtes parfois d’intérêt inegal. Mais dans l’ensemble il se lit facilement et avec plaisir,1
cela fais plus d'un an que j'utilise ce cable au quotidien il fait bien le boulot,Exactement ce qu'il me fallait pour lire tranquille,1
Très pratique pour la pâte à crêpes étanche petit inconvénient les bords de la poignée sont un peu coupant lors du nettoyage,Pour des lampes solaires,1
c’était un cadeau donc nous ne l'avons pas lu... il avait l'air assez sympa le colis fut rapide et soigné,"Très bon produit, agréable en main, et résistant. Très bien emballé.",1
"Colis non reçu, alors que c'est marqué dans Suivre de colis ""le colis a été laissé dans la boîte aux lettres""",Très bon produit mais il faut s adapter pour que les ingrédients n attachent pas! Ça vient vite!,0
Le joy stick ne fonctionne pas correctement (4 mois apres l'achat) . Je l'utilise rarement car je préfère le mode 'handheld' mais j'aimerais quand même qu'un produit acheté à plus de 80€ marche bien. Aucun service apres vente. J'ai perdu mon argent.,"Géniale pour mon métier d'assistante maternelle, autant pour une utilisation en parc que pour délimiter les espaces",0
"Bonjour j'ai d'abord été surpris par la vitesse de livraison ( une journée ). La qualité de ce pommeau de douche est très bonne, je l'ai montée le jours même. Cordialement","Voici le support de téléphone portable de la nouvelle invention en 2019. Ce support de téléphone portable peut serrer fermement le téléphone portable. Le vendeur bénéficie d'un remboursement d'un an, je l'utilise depuis 2 semaines et mes enfants l'apprécient car ils peuvent faire des films à l'arrière.",1
Reçu rapidement. Pas d'efficacité en respectant la prescription indiquée sur le pot.,"Le premier jour l effet est super jolie sur mes boucles, mais le deuxième jour il assèche énormément mes cheveux. Ce qui est caractéristique des produits remplis de silicone. Je ne rachèterait pas. Déçu",1
Coque en silicone flexible qui absorbe bien les chocs. La prise en main reste agréable. Super produit !,"rien à dire sur la qualité mais malheureusement la couture du haut de la chaussure est coupante et mon mari n'a pas supporté, j'ai donc renvoyé le produit",0
"Livre très basique, sans photos et avec une police basique, manque de majuscules etc.. bref rapport qualité prix très décevant",Eclairage puissant mais scintillant. Ne s'éteignent pas complètement.,1
"La figurine ne tient pas en équilibre même avec le socle, obligé de caler le pied gauche. Un grand écart visible à la jointure bras gant. Très déçu pour une figurine à 46 euros et le mois d attente pour la livraison.","Ce produit n'est vraiment pas terrible. Il se déchire, pas agréable à regarder en fin de journée mais mon chien semble avoir apprécié l'intérieur. C'est le principal...",1
tres beau livre et les histoires sont assez courte pour un coucher en douceur... Image et histoire adaptés a tout les enfants.,"Indispensable pour pouvoir profiter d’un bain quand on a un plâtre, cependant il faut éviter de le mettre sous l’eau si on ne vérifie pas que tout est ok ;-)",1
"Impossible de faire fonctionner ce scanner sous Windows 7 64 bits. J'ai eu beau réinstaller le pilote, rien n'y fait. Retour immédiat au vendeur.",Je peus pas tro jugé car se me fonctionne plus alors pas trop contente .,1
"Que de contraintes pour un produit de ce prix c 'est déplorable, merci de me confirmer la date du remboursement","Après environ 6 utilisations, la batterie de ne se recharge plus ? Que faire ? J'imagine qu'elle est sous garantie",1
"Ventilateur HS, obligé de le remplacer. Dommage j'ai fait confiance, acheté en prévision d'une réception d'une imprimante 3D qui a tardé à arriver, du coup je ne peux plus retourner le produit ayant passé le délai. Sinon alimentation qui fait son travail, mais je ne recommande ce produit à quiconque, il est clair qu'il n'y a AUCUN contrôle qualité d'effectué sur cet objet, jamais testé en sorti d'usine (ou vendu défaillant, d'occasion.. que sais-je). Après réparation fonctionne normalement. Passez votre chemin si vous ne voulez pas perdre votre temps",Très bien pour nos anciens transats en plastique. Bonne finition. Élastiques de maintien à l’arrière très pratique. Taille parfaite. Épaisseur correcte ( un peu plus epais et ils auraient été parfaits ),0
Cadeaux pour un fête,"Très belle voiture mon fils en es ravie, mais petit problème avec le port USB qui ne prend pas en charge la clé, et impossible de régler les station qui défilent sans cesse.",1
Pas fais pour des tirs précis au dessus de 20 m ce que je fais avec des arcs moins puissant. Sensation de duretés c est très sec comme tir . Sinon bon matériaux mais je conseil pas,"Dommage il manquait le câble, très embêtant pour pouvoir l'utiliser donc impossibilité de voir comment il fonctionne et donc retour de l'article",0
"Jeu très éducatif pour un enfant. d'un côté, vous pouvez dessiner avec un crayon magnétique et de l'autre, avec des marqueurs. tout est facilement enlevé à une feuille propre. l'enfant a adoré. facile à assembler et ne prend pas beaucoup de place, ce qui est important dans la vie quotidienne.","Goût des différentes plantes qui s'y trouve. Agréable et efficace. J'en suis très satisfaite. je vous le recommande, moi j'en rachèterais.",1
Kit très pratique pour les passionnés de travaux manuels Il y a tout ce qu'il faut pour créer et où transformer Bon rapport qualité prix,Colis reçu rapidement et conforme à la description. Satisfait de mon achat,1
Colis non reçu perdu au relais colis !!! Que doit on faire? Pourriez-vous nous le renvoyer ? Le relais colis l’a signalé.,il est même joint un bon de livraison stipulant l'adresse et le mail du fournisseur.,0
Magnifique montre conforme au descriptif ravie 😀,Parfait pour un fan de voitures,1
Ça ne cole pas à l'évier... du coup ça ne sert à rien,"Déçu par le manque de basses. Sinon écouteurs très légers. Etui de transport et de charge compact et astucieux (comprend une batterie pour recharger les écouteurs sans être branché électriquement). Donc au final déçu par le son que je trouve moins bon que avec les écouteur filaires AKG fournis avec mon Galaxy Note 8. 2 jours après, je modifie mon avis en rajoutant 1 étoile car avec le mode Dynamique de Galaxy Wearable, un son cristallin. Très légères à porter de plus. Bref compense le manque de basses (oubliez le mode ampli. Basses, risible). Top.",0
Les collections Timoté sont vraiment géniales et agréable à lire. Notre fille de 2 ans 1/2 adore.,"Il est très fort, le téléphone peut rester dessus de manière stable, que ce soit pour le placer horizontalement ou verticalement, il peut être chargé. Ce design est très bon.",1
Deux ne fonctionnent plus au bout de 24h. Il faut les secouer pour qu’elles fassent de la lumière. Déçu car les 2 autres répondent aux attentes.,Pour pouvoir mettre des boucles d'oreille dont je avais perdu celui ci,0
"délais de livraison non respectés ! Erreur de livraison !! (article commandé: bec pour saxophone Alto, or c'est un bec pour saxophone Soprano qui m'a été livré !!..., obligé de réitérer ma commande, mais cette fois chez un autre vendeur...",Les lampes ne sont pas étanches première utilisation sa a pris l'eau pour le 2 lampes mauvais qualité je ne recommanderais pas c'est articles sinon envoie rapide et soigné,1
"Rien de vraiment intéressant, ne vaut pas le coup pour trouver des idées ""nouvelles"" livre sans grand interêt","Figurine correspond parfaitement, peinture impeccable mais la boîte est complètement explosée. Pour celui qui fait la collection et aime avoir une boîte en parfait état, inutile de commenter. Les autres foncez. C'est la faute à Amazon aussi, l'emballage était léger, j'ai déjà commandé un pop sur amazon et je l'ai reçu dans un état impeccable car l'emballage était en carton, ici c'était juste un film plastique",1
Je conseille pas du tout tient pas du tout à laisser tomber,"Installé le soir, dès le lendemain la protection se décolle et finit par tomber, en utilisation tout à fait normale. Très décu !",1
"La coupelle est très jolie ! Les graines ont tendance à moisir, mauvaise utilisation de ma part ou mauvaise qualité je ne sais pas !",Très bien !!! Lave sans laisser de traces sur les verres. J'ai un tout petit lave vaisselle et je peux doser par cette version liquide une quantité moins importante que la tablette que je ne peux pas casser en deux ! Et je respecte plus la planète !,0
Remplacement ancien chargeur défectueux.,Adaptateur acheté pour connecter une enceinte a ma platine disque.,1
"C'est parfait, Les poches sont assez larges pour pouvoir mettre 2 sacs dans chacune d'elles. C'est court, facile à suspendre.",Il est tres jolie et s'accorde parfaitement avec mon mur blanc,1
"Produit correct. Semble de qualité. Emballage simple, pas besoin de plus. Je ne pensais pas que ça serait aussi long cela dit.",Montage facile Conforme à la description. Les enfants sont ravis. L échelle est incluse mais inutile car le trampoline est assez bas. Suffisamment grand pour ma part,1
Satisfaite du produit,Bonjour L'application Miror à télécharger sert à quoi et est elle fiable ? Car certains commentaires ne sont pas très rassurants... La coque n'est pas magnétique comme le mentionne le descriptif et n'est pas intelligente car le téléphone ne se réveille pas à l'ouverture. Sinon elle s'adapte très bien et la couleur est conforme à la photo. Merci d'avance pour la réponse,0
Porte-clé inutile. L'idée était bonne mais pas assez travaillée. J'en déconseille fortement l'achat. Cela 4 semaines que j'ai renvoyé l'article n'attends toujours le remboursement.,Code reçu par e-mail dès le paiement. Argent arrivé sur le compte Play Station Store tout de suite. RAS Nickel,0
"J'avais que 3 crochets dans le paquets au lieu de huit. Donc, paquet retourné.",Colis bien reçu dans les temps la coque bien dans l'ensemble juste un petite chose le clipse pour basculer le telephone je trouve un peu fragile il manque un peu de rigidité sinon bien dans l'emsemble.,0
Produit reçu très abîmé par le transporteur.,"Tres bonne housse, joli coloris, exactement ce que je voulais. Et la description est exactement la meme que sur la photo. contente du produit.",0
"Acheté pour renouveler l'édition originale que nous possédions depuis des années, de nombreuses questions sont assez orientées vers la culture américaine et le plateau est plus basique que précédemment ce qui ne lui vaut pas de recevoir les cinq étoiles.","Lunettes bien emballées, mais avec une grosse rayure sur un des verres. Décevant d'acheter un produit endommagé.",0
"roulettes pour portes de douche ,mauvaise qualité on très vite rouillées et sont bloquées. a éviter",Le produit est trop gros pour être placé sur un petit aquarium. J'ai dû le mettre sur un pied à coté pour qu'il verse correctement.,1
Cher pour l'utilité que j'en ai puisque je n'arrive à faire que mes mollets . Avec mon ancien épilateur je faisais les aisselles et le maillot; là c'est très compliqué! J'ai même prix un abonnement dans un institut de beauté du coup pour cela et je n'utilise mon épilateur que pour les jambes!,"La chaise est de bonne qualité , facile à monter , assise très confortable . Je recommande cet article .",0
Déçue il n'a pas été livré avec une boîte. Livré dans un seul sachet transparent. Ce n'est pas comme dans la description.,"J'ai acheté ces collants pour ma fille qui mesure 95 cm, porte du 4 ans et chausse du 27, c'est nickel.",0
"Après quelques semaines d'utilisation le couvercle du dessus c'est fêlé. Cela n'empêche pas le fonctionnement de l'appareil, mais çà en dit long sur la qualité des matériaux utilisés. Nous l'avons gardé, car à part ce défaut, il fonctionne très bien.",Le sac en lui meme est tres bien mais les accroches qui permettent de fixer les anses au sac sont de trop light. ca a cédé en 1 semaine.. On va devoir les consolider. mais a part ca il fait le job,1
Encombrants et peu pratique.. prend beaucoup de place et relativement lourd... dommage que je parte demain sinon je l'aurais réexpédier ...,"Tres bonne housse, joli coloris, exactement ce que je voulais. Et la description est exactement la meme que sur la photo. contente du produit.",0
Très bon produit . Pratique et très utile pour ne pas rater le dessin de sa barbe.,"Déçue, HS après une seule utilisation !",0
très bon produit service après vente au top,merci tout ete nikel au plaisir,1
Article dont la fixation est de très mauvaise qualité. Casse au bout de quelques semaines d'utilisation en conditions normales (et je suis un habitué de ce genre d'article depuis une décennie). Très déçu de cet article.,Très surpris de l'aspect résineux au toucher mais très agréable. Produit livré rapidement. Bonne transaction,0
Une pince à dénuder automatique très pratique qui fait très bien le travail. Pour le prix annoncé le rapport qualité prix est plus qu’honorable!,"pour reporter des calques sur du contreplaqué, les roulettes ont beaucoup trop de jeu",0
Commentaire malheureusement identique à de nombreux autres : Glacière utilisée 2 fois et la fermeture est déjà cassée ! Vendeur contacté mais refuse le remplacement du produit me proposant 6 euro pour aller la faire réparer la fermeture moi-même ! Passez votre chemin !,"Produit très correct pour le prix, je recommande vivement, système d'attache horizontal ou vertical au choix, reçu extrêmement bien emballé, je suis très agréablement surprise",0
"Monture de qualité. Mais je suis extrêmement déçu du reflet à l'intérieur des lunettes. C'est désagréable d'avoir des reflet devant les yeux, un impression de lunette toujours sale. Déçu je ne les mettrai plus.","Acheté au mois de mars et nous sommes en avril, ces culottes que j'achète depuis plus de 10 ans ne sont plus de la même qualité, un mois que je les utilise et la dentelle se déchire déjà... J'en ai acheté sur un autre site et c'est pareil, le coton est aussi très fin.... Je ne recommande pas et pourtant elles sont si confortables... Tant pis.... Je vais chercher une autre marque...",1
"J'ai fixé au plus près du mur de salon un TV Sony 49 pouces avec le support SU WL 450. La fixation est très sure, aucun risque de chute ou décrochement du téléviseur. Le système est simple et on ne peut regretter que le coût. Les différentes entretoises fournies permettent d'ajuster au mieux la profondeur de fixation.",Bonjour Le meuble et très jolie malgré quelque problème de livraison qui on était vite réglé par le vendeur je suis très satisfaite. J'ai mie 2h pour le montage toute seule ( j'en monte régulièrement) produit de bonne qualité,1
"prise de câble sur l'appareil trop faible. mauvaise conception pour un appareil robuste. un an de vibrations (peugeot partner 2017) l'a cassé à l'intérieur, n'a jamais été déconnecté une fois installé dans la voiture, bon tant que cela a duré, ne peut pas être dérangé pour réparer. évaluation professionnelle après démontage.",Beaucoup de bâtonnet blanc style paille à l intérieur....mon chat est attiré pour la manger.....c est tout ...il ne se roule pas comme lorsque je saupoudre l herbe à chat que l on trouve ds les grattoirs... Étonnant cette différence d effet sur lui et je n apprécie pas du tout ces petits morceaux durs style paille sèche ...en gd nombre .... Avez vous cela aussi dans vos pots ?,1
Le téléphone est très bien mais il n’y a pas de notice d’emploi. Impossible de la trouver sur internet en français. Donc je n’arrive pas à utiliser le système de blocage des numéros indésirables. C’etait pourtant pour ça que j’avais acheté ce modèle.,Cadeau pour mon fils. Il en est content. Par contre ça fait du bruit en roulant,1
Le sac est bien trop grand donc pas pratique quand on y met des choses car trop large de partout... un peu déçue,"Bonjour, je viens de les installés , malheureusement plusieurs semaines après l'achat, et je m'aperçois que l'un des 2 appareils reste toujours allumé!!! dommage...",1
cela fait plusieurs semaine que j'utilise ce dispositif et cela ne fonctionne .J'ai place la broche sur la prise de mon véhicule diesel. j'ai contrôlé ma consommation avec l'ordinateur du véhicule et là pas de changement . je ne conseil pas ce dispositif,L'appareil n'a fonctionné qu'une seule fois. Impossible à démarrer ensuite. Impossible à démonter pour le nettoyage. Retour immédiat.,1
Super effet cadeau vraiment très bien petit mais efficace je recommande vivement pour les cadeaux fin d’année ça fais toujours plaisir,"Erreur dans la description, 6 spots livrés au lieu de 8 annoncés.",0
permet de mettre de la couleur dans la cuisine très élégant !!!!,"Pas encore utilisées mais joli packaging, jolies couleurs et prix imbattable.",1
Pas de livraison ... obligé d’annuler l’achat,"Que dire d'une housse pour table à repasser ??? Taille correspondant à ma table, cordon pour refermer sous la table facilement manipulable. mieux que ma précédente housse.",0
Fonctionne que très peu de temps( car l’iPhone bloque les accessoires non-apple )et le son des écouteurs grésille de temps en temps donc bof . Je suis obligée de le débrancher et rebrancher toutes les 20 secondes donc je ne recommande pas. Mais ça dépanne en cas d’urgence,"Bonjour, Expédition rapide livraison ras. J'ai changé les piles 15 jours après celle-ci sont HS. Piles qui ne dure que 15 jours. Je déconseille vivement. Il vaut mieux prendre de la manque, Et ne pas être réveillé en pleine nuit par le détecteur incendie.",1
"taille reçu pour une poupée, pourtant j ai commandé du XL!! foutage de g.....","J'ai acheté ces boîtes pour ma femme afin de changé ces boîtes plastique . Rien à dire elle sont vraiment pratique avec leurs couverts déjà intégré par contre je confirme que des vrais couverts ne rentre malheureusement pas mais ceux fournis sont plutôt costauds donc parfait . Le nettoyage pareil, le verre est beaucoup plus pratique à nettoyer ça accroche pas même après plusieurs usage et elle passe à la machine . Pas de problème d'étanchéité à signalé . Je recommande sans hésité .",0
"Étonnant, à ce prix là je m'attendais à du solaire en demi teinte, un capteur de lumière pareil et une lumière faible ... C'est tout l'inverse!! Un rapport qualité prix terrible . Seul petit bémol le design peut-être mais bon ...",Se deconecte souvant,0
reçu dans les temps mais franchement vu le prix c est une honte ;dans le detail il marque 11 cm mais c est la taille de l emballage !!! l oeuf doit faire 4 ou 5 cm pas plus . c est un cadeau de noel je n ai plus qu'a acheter autre chose pour comblé ;je deconseille,Transformateur utilisé pour alimenté un spot led. Parfait,0
"Elles fixent un plateau en verre de 100cm sur un support en fer. Les vis permettent sans soucis de les fixer au pied et en retournant le boulon, vous pouvez ainsi augmenter la taille de la vis. Très content","depuis mon achat je viens juste d'en utiliser un , et finalement ce n'est pas ce que je voulais puisqu'ils ne sont pas réinscriptibles , je m’étais fié au RW qu'il y a marqué dessus pourtant , c'est trompeur et ça induit en erreur donc déçu de cet achat",0
"La qualité du matériel n'est pas top, mais pour le prix, il ne faut pas s'attendre à mieux. J'ai pu démonter complètement sans soucis une Nintendo DS sans avoir à chercher un outils manquant. Le fer à souder est tout à fait correct. Les 5 tournevis supplémentaires sont en revanche bon pour aller directement à la poubelle.","Très contente de mon achat, le housse s'adapte très bien, et la vitre nickel. Excellent.",1
"Géniale pour mon métier d'assistante maternelle, autant pour une utilisation en parc que pour délimiter les espaces","Mon fils l'a offert à son père, il l'adore. Belle capacité, résistante micro-ondes et chats (si vous avez des chats vous comprendrez), le texte ne bouge pas. Nickel",1
Pas la taille annoncée.,Manque 2 balles sur 200 commandées mais les balles sont de bonnes qualités j en recommanderais merci et a bientôt,0
qualité particulièrement mauvaise malgré la marque! à éviter car je me suis fait avoir.. je ne recommande pas ce produit,"Siège auto parfait pour mon fils de 8 ans, excellent maintien y compris pour la tête, faible encombrement, idéal pour les longs trajets. L'assise se règle également en inclinaison: un must.",0
"La grille étant seulement posée sur la bouche d'évacuation, elle bouge dès que quelque chose la touche (pied, tuyau de douche). A moins que votre évacuation soit vraiment hors de portée, ça ne sert à rien.",Je peux rien indiquer sur ce produit je ne l ai jamais reçu,1
"Oreiller acheté pour un long voyage en Asie fin juillet 2019 - choix du produit sur la base des commentaires positifs des acheteurs. Après utilisation aller/retour en avion, voici mes remarques : - sensation d'inconfort à causse de la mousse de l'oreiller qui est dure pour ma nuque - je l'ai comparé avec d'autres produits vendus en duty-free lors de mes escales qui sont bien plus confortables. - la texture de l'oreiller fait suer au niveau de la nuque, ce qui peut engendrer quelques soucis (coup de froid, torticolis si on ne fait pas attention..) - la difficulté à ranger l'oreiller dans sa housse car la mousse est difficile à comprimer. D'ailleurs les coutures de la housse au niveau de la cordelette de serrage se sont défaites. conclusion : Très déçu de l'achat de cet oreiller que je vais retourner. Je suis peut-être tombé sur une mauvaise série. Dommage.",Seules 2 balles ont duré plus que le premier trou. C'est dommage car c'était plus tôt sympa !,1
J'ai un peu de mal a les faire tenir mais ils sont super pratique.,Jeter à la poubelle tellement mal faite on voit la soudure des deux anneaux avec plusieurs trace de meule pour en atténuer les irrégularités vraiment très moche juste bon pour la poubelle et encore cet une insulte pour cette dernière.,0
cet objet ne nous a jamais été livré et heureusement on a été remboursé ... sans rien demander .. merci amazon,"Après 2 ou 3 mois d'utilisation, l'extraction ne se fait plus correctement, beaucoup de pulpe reste dans le jus. En plus, le nettoyage n'est pas facile",1
Très déçu impossible à programmer malgré le protocole suivi à la lettre !!! J'ai réussi à en programmer une elle à donc était '' chargé '' mais le signal doit être altéré car la commande ne se fait pas...,"Mon fils l'a offert à son père, il l'adore. Belle capacité, résistante micro-ondes et chats (si vous avez des chats vous comprendrez), le texte ne bouge pas. Nickel",0
jamais recu le produit,Évolution favorable dur ce nouveau modèle Je préfère cet appareil au Karcher w5 que possédait grâce à la nouvelle lèvre plus souple Achetez Pluto cet appareil,0
"voila l'etat des produits, les 3 sont abimés. Juste pour vous prévenir que la qualité n'est vraiment pas haute, ils sont l'un dans l'autre donc normalement seul celui a l'exterieur (le plus grand) pouvait etre abimé mais bon",Matériel conforme à la description et aux attentes.,0
"Encore une merveille signée Marie HJ !! Superbe histoire, personnages très attachants, quelques belles rigolades avec ce groupe de copains. Livre dévoré en 1 nuit, j’attaque direct la suite","La coupelle est très jolie ! Les graines ont tendance à moisir, mauvaise utilisation de ma part ou mauvaise qualité je ne sais pas !",0
Très déçu par cette boîte. Car les emplacements pour les montres sont beaucoup trop petits. Ne m’a été d’aucune utilité donc. Article renvoyé.,"Parfait tout fonctionne et beaucoup moins chers que chez un spécialiste, à voir avec le temps, mis sur des clignotants personnalisés pour une Honda Hornet 600.",0
mon chien Shiba inu adore ce produits que j'ajoute à ses croquettes,Reçu dans les délais. Bien conditionné. Catalyse parfaitement. Le petit bémol pas de code couleur sur les pots. Je suis satisfaite.,1
un des micro est défectueux ne fonctionne pas du tout . Il ne se connecte pas au récepteur. j'aimerais que le service après vente intervienne et me fasse l'échange de ce micro défectueux. Merci de me donner la démarche à suivre. ML,"Beau rendu, attention aux pieces car un peu fragiles, mon fils de 13 ans est ravi du resultat, le puzzle a des couleurs un peu moins vives que sur la photo mais cela ne derange pas, je recommande",0
"puissance insuffisante à mon gout utile pour ramasser par exemple des petites croquettes ou autres, mais dés qu'il s'agit d'aspirer des toiles araignée dans les coins, ou des miettes dans les coins des fauteuils c'est un peu juste",Je mets 4 étoiles car j'ai déjà tordu un goupillon... Utilisation depuis quelques mois pour nettoyer une fontaine à eau pour animal de compagnie.,0
produit chinois pas dans le bon sens et en plus ne fonctionne pas,j’ai decoré la pochette de mon iPhone avec ces paillettes,0
Très contente de mon achat. Tout à fait conforme à mon attente,Je suis pas déçus MAIS je m’attendais à un son quand même plus clair on va dire,1
n'a pas fonctionné la colle ne fixe pas bien une déception ne sert à rien,"Contrairement à ce qui est dit, ce sac n’est pas en cuir, mais en Skaï. C’ est Bien dommage . La forme est bonne",1
Tellement jolie - la plaque supérieur est magnifique,Je l ai acheté pour l offrir à ma fille de 4 ans et elle en est ravie,1
"Acheté au mois de mars et nous sommes en avril, ces culottes que j'achète depuis plus de 10 ans ne sont plus de la même qualité, un mois que je les utilise et la dentelle se déchire déjà... J'en ai acheté sur un autre site et c'est pareil, le coton est aussi très fin.... Je ne recommande pas et pourtant elles sont si confortables... Tant pis.... Je vais chercher une autre marque...",La commande est arrivée très vite.Très bon rapport qualité prix. Facile d'utilisation. Article conforme à la description et surtout d'excellente qualité. Merci,0
Bouton de mise en marche difficile à manoeuvrer. Il faut forcer pour actionner le bouton vers l'avant avec le pouce. Mes mains sont trop petites ou je n'ai pas assez de force ? Quoi qu'il en soit l'ergonomie aurait put être mieux pensée. À part ça machine très efficace.,"super rendu, bonne qualité mais attention un peu translucide en couches fines",1
"Fais le job. Un peu fastidieux à nettoyer mais application aisée, résultat conforme aux attentes.",j ai vraiement adore et j attends la saison 2 avec impatience,1
"J'ignorais que les cachets fussent si grands (presque 3 cm de long !! ! Impossible pour moi de les avaler.... Et en les coupant en deux voire en trois, c'est ignoble... De plus, j'ai eu quelques soucis avec de sourdes douleurs à la poitrine... qui sont passées dès que j'ai arrêté la prise de ces cachets.... Je n'ose donc plus les reprendre....","Je l'ai acheté pour ma petite, et je ne suis franchement pas déçue, de bonne qualité et la taille parfaite pour un doudou.",0
Article conforme à sa description. Je l'utilise pour mon lapin et je verrais donc par la suite la résistance de la corde. Pour l'instant j'en suis satisfaite,"Très bien, très pratique, garantit sécurité à notre boule de poil. Je suis contente du produit, bon achat à recommander",1
"Je découvre, en recevant le paquet, que le produit est fabriqué en Chine. Sur l'annonce ce n'est mentionné nulle part. Et pour cause, les problèmes avec les produits alimentaires en provenance de Chine pourraient rebuter plus d'un client. C'est mon cas. Et je suis furieuse de cette dissimulation qui relève de la tromperie. Comme ça arrive trop souvent sur Amazon.",Bon produit expédition rapide,0
Besoin de protection d’une véranda contre le soleil. Installé en extérieur il est trop sensible au vent.,"La couleur est sympa, par contre la coque a une odeur de poisson pourri qui est toujours présente après plusieurs semaines d'utilisation... Je ne recommande pas ce produit",0
"Fait le travail, à condition que l'enregistrement, le support et le lecteur source soient de bonne qualité.",Très crème hydratante,1
"bonjour, j'avais qualifié cinq étoiles, habitué à ces stylos, j'ai le regret de dire qu'ils ne tiennent pas l'usure du temps. stockés dans un endroit sain beaucoup n'écrivent plus. ces stylos encre noire et les violets n'ont plus la même fiabilité que leurs prédécesseurs. Cordialement GB PS oui j'enlève le petit capuchon qui coiffe le roller.","Livre complet, je n'ai plus qu'à bosser d'arrache pieds maintenant ^^ toutes les épreuves y sont représentés, explications, exercices , ...",0
La commande apparaît comme livrée mais je n'ai jamais reçu l'article… Je ne vous dis pas MERCI !!!,Nul ! Les douilles sont tellement minuscules qu’aucune forme n’est visible au moment du pochage !,1
